,_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,which_of_these_sentiment_scores_does_the_above_image_fit_into_best,which_of_these_sentiment_scores_does_the_above_image_fit_into_best:confidence,imageurl,which_of_these_sentiment_scores_does_the_above_image_fit_into_best_gold,which_of_these_sentiment_scores_does_the_above_image_fit_into_best_gold_reason
14970,694565717,False,finalized,3,3/26/15 2:33,Positive,1.0,http://farm3.static.flickr.com/2266/1798287585_1b7dabb537.jpg,,
14971,694565718,False,finalized,3,3/26/15 2:59,Negative,0.6689,http://farm2.static.flickr.com/1402/1414664186_8a1750d7b4.jpg,,
14972,694565719,False,finalized,3,3/26/15 3:11,Positive,1.0,http://farm1.static.flickr.com/157/409425665_d43b6d1127.jpg,,
14973,694565720,False,finalized,3,3/26/15 2:34,Positive,0.3387,http://farm4.static.flickr.com/3040/2626247377_d4155c6813.jpg,,
14974,694565721,False,finalized,3,3/26/15 2:07,Negative,0.3343,http://farm1.static.flickr.com/35/70379135_f2896de3d1.jpg,,
14975,694565722,False,finalized,3,3/26/15 2:04,Positive,0.6682,http://farm1.static.flickr.com/95/212486080_76093a4805.jpg,,
14976,694565723,False,finalized,3,3/26/15 2:27,Positive,0.3416,http://farm1.static.flickr.com/6/85053972_a790044627.jpg,,
14977,694565724,False,finalized,3,3/26/15 2:28,Positive,1.0,http://farm3.static.flickr.com/2154/2327146858_8f14d7033a.jpg,,
14978,694565725,False,finalized,3,3/26/15 2:48,Positive,0.6728,http://farm2.static.flickr.com/1391/1244340025_02995ba94b.jpg,,
14979,694565726,False,finalized,3,3/26/15 2:42,Negative,0.3368,http://farm1.static.flickr.com/33/124570674_4698b16c3f.jpg,,
14980,694565727,False,finalized,3,3/26/15 2:32,Neutral,0.3406,http://farm2.static.flickr.com/1174/566594193_30ff6c7f8b.jpg,,
14981,694565728,False,finalized,3,3/26/15 2:02,Positive,0.3367,http://farm1.static.flickr.com/101/268360973_46f9b95254.jpg,,
14982,694565729,False,finalized,3,3/26/15 2:22,Positive,0.6711,http://farm1.static.flickr.com/48/114664063_cfefecd600.jpg,,
14983,694565730,False,finalized,3,3/26/15 2:08,Positive,1.0,http://farm4.static.flickr.com/3079/2731183371_1010ca9bdb.jpg,,
14984,694565731,False,finalized,3,3/26/15 2:54,Positive,1.0,http://farm1.static.flickr.com/113/278221145_758080af62.jpg,,
14985,694565732,False,finalized,3,3/26/15 2:23,Positive,0.6589,http://farm1.static.flickr.com/25/45437413_f761aeae0b.jpg,,
14986,694565733,False,finalized,3,3/26/15 2:38,Positive,0.6695,http://farm1.static.flickr.com/175/384223662_61b81bd13f.jpg,,
14987,694565734,False,finalized,3,3/26/15 2:37,Positive,0.6566,http://farm2.static.flickr.com/1042/1408043496_27342dc8b1.jpg,,
14988,694565735,False,finalized,3,3/26/15 3:27,Positive,1.0,http://farm2.static.flickr.com/1035/656394316_f011abeff2.jpg,,
14990,694565737,False,finalized,3,3/26/15 2:41,Positive,1.0,http://farm1.static.flickr.com/8/7303104_0788149b4f.jpg,,
14991,694565738,False,finalized,3,3/26/15 2:56,Positive,0.6664,http://farm1.static.flickr.com/105/315901700_d98830b3e3.jpg,,
14993,694565740,False,finalized,3,3/26/15 2:47,Positive,0.6643,http://farm2.static.flickr.com/1029/668986964_39c7651544.jpg,,
14994,694565741,False,finalized,3,3/26/15 2:44,Neutral,0.3345,http://farm3.static.flickr.com/2197/2253762187_68e50f6da4.jpg,,
14995,694565742,False,finalized,3,3/26/15 2:52,Positive,0.6653,http://farm1.static.flickr.com/162/384768762_23bb29d345.jpg,,
14996,694565743,False,finalized,3,3/26/15 2:08,Positive,0.6806,http://farm3.static.flickr.com/2052/2083964065_54a25cf2c4.jpg,,
14997,694565744,False,finalized,3,3/26/15 2:45,Positive,0.6707,http://farm3.static.flickr.com/2286/2132714537_f7b61a59a8.jpg,,
14998,694565745,False,finalized,3,3/26/15 2:40,Positive,0.6709,http://farm4.static.flickr.com/3182/2509940726_17a7153511.jpg,,
14999,694565746,False,finalized,3,3/26/15 2:01,Highly positive,0.6621,http://farm1.static.flickr.com/231/480699683_5e0ca10ff2.jpg,,
15000,694565747,False,finalized,3,3/26/15 2:11,Positive,0.3423,http://farm1.static.flickr.com/233/461720817_70b5e1db79.jpg,,
15001,694565748,False,finalized,3,3/26/15 2:47,Positive,0.6619,http://farm3.static.flickr.com/2039/1923323649_a195afc694.jpg,,
15002,694565749,False,finalized,3,3/26/15 2:26,Highly positive,1.0,http://farm2.static.flickr.com/1294/1354357697_c1ff8daf9c.jpg,,
15003,694565750,False,finalized,3,3/26/15 1:54,Positive,0.6698,http://farm1.static.flickr.com/228/511197576_e989dbad9b.jpg,,
15004,694565751,False,finalized,3,3/26/15 2:10,Positive,0.6729999999999999,http://farm3.static.flickr.com/2306/2279002051_0fcf1fd7d8.jpg,,
15005,694565752,False,finalized,3,3/26/15 2:21,Neutral,1.0,http://farm1.static.flickr.com/106/258077877_831e1b8e99.jpg,,
15007,694565754,False,finalized,3,3/26/15 2:25,Positive,1.0,http://farm1.static.flickr.com/35/373952517_bdcf84b89f.jpg,,
15010,694565757,False,finalized,3,3/26/15 2:29,Positive,0.6677,http://farm2.static.flickr.com/1176/766764101_055a65f396.jpg,,
15012,694565759,False,finalized,3,3/26/15 2:19,Positive,1.0,http://farm3.static.flickr.com/2119/2186718485_a0061b7b0f.jpg,,
15013,694565760,False,finalized,3,3/26/15 2:17,Positive,1.0,http://farm1.static.flickr.com/44/145364127_08fb9bbf69.jpg,,
15014,694565761,False,finalized,3,3/26/15 2:44,Neutral,0.6547,http://farm4.static.flickr.com/3097/2675660133_c78062c09f.jpg,,
15015,694565762,False,finalized,3,3/26/15 2:44,Positive,1.0,http://farm3.static.flickr.com/2206/2380243658_9073135a8a.jpg,,
15017,694565764,False,finalized,3,3/26/15 2:29,Neutral,0.3359,http://farm2.static.flickr.com/1256/583627514_7ee65863af.jpg,,
15018,694565765,False,finalized,3,3/26/15 2:45,Positive,0.6696,http://farm3.static.flickr.com/2217/2350994665_b3242c8e83.jpg,,
15019,694565766,False,finalized,3,3/26/15 1:55,Positive,1.0,http://farm4.static.flickr.com/3273/2635490251_16635e4003.jpg,,
15020,694565767,False,finalized,3,3/26/15 2:09,Highly negative,0.6722,http://farm3.static.flickr.com/2259/2284903984_9d74abfdaf.jpg,,
15021,694565768,False,finalized,3,3/26/15 2:55,Positive,0.6655,http://farm1.static.flickr.com/167/400819610_4c3419595a.jpg,,
15022,694565769,False,finalized,3,3/26/15 3:22,Positive,0.6635,http://farm1.static.flickr.com/94/274747665_79da734947.jpg,,
15023,694565770,False,finalized,3,3/26/15 2:07,Negative,0.6614,http://farm1.static.flickr.com/25/52100167_b24cd99ec0.jpg,,
15024,694565771,False,finalized,3,3/26/15 2:47,Positive,1.0,http://farm4.static.flickr.com/3116/2368620244_9276b66180.jpg,,
15025,694565772,False,finalized,3,3/26/15 2:01,Positive,0.33899999999999997,http://farm1.static.flickr.com/112/281055340_80ec8cad02.jpg,,
15028,694565775,False,finalized,3,3/26/15 2:22,Positive,0.6648,http://farm1.static.flickr.com/98/249720371_7ab163deeb.jpg,,
15029,694565776,False,finalized,3,3/26/15 2:40,Positive,0.3352,http://farm3.static.flickr.com/2260/2387263412_ea2ee502e8.jpg,,
15030,694565777,False,finalized,3,3/26/15 2:16,Negative,0.6659999999999999,http://farm1.static.flickr.com/173/390761267_d6c3672024.jpg,,
15031,694565778,False,finalized,3,3/26/15 2:17,Negative,0.6737,http://farm3.static.flickr.com/2292/2095247579_c6f4b621bd.jpg,,
15032,694565779,False,finalized,3,3/26/15 2:58,Neutral,0.6645,http://farm4.static.flickr.com/3017/2741009711_2d8deb5b54.jpg,,
15033,694565780,False,finalized,3,3/26/15 2:37,Positive,1.0,http://farm3.static.flickr.com/2022/2217971443_799ae23fbc.jpg,,
15034,694565781,False,finalized,3,3/26/15 2:06,Highly positive,0.6611,http://farm3.static.flickr.com/2095/2399165264_3b1a350f49.jpg,,
15035,694565782,False,finalized,3,3/26/15 2:32,Positive,0.6622,http://farm3.static.flickr.com/2085/2382225650_d25bedb69c.jpg,,
15039,694565786,False,finalized,3,3/26/15 2:09,Positive,0.6655,http://farm1.static.flickr.com/112/314020531_ff126e6081.jpg,,
15040,694565787,False,finalized,3,3/26/15 2:50,Positive,1.0,http://farm4.static.flickr.com/3034/2319309290_9f782b8563.jpg,,
15041,694565788,False,finalized,3,3/26/15 2:32,Negative,1.0,http://farm4.static.flickr.com/3104/2597859401_e62dff2d39.jpg,,
15044,694565791,False,finalized,3,3/26/15 2:12,Negative,0.6713,http://farm1.static.flickr.com/22/26627885_2f8694a446.jpg,,
15045,694565792,False,finalized,3,3/26/15 2:31,Positive,0.6665,http://farm3.static.flickr.com/2128/2506726415_06940572e6.jpg,,
15046,694565793,False,finalized,3,3/26/15 2:17,Positive,0.6653,http://farm1.static.flickr.com/184/438087526_88d1108103.jpg,,
15047,694565794,False,finalized,3,3/26/15 2:42,Negative,0.6594,http://farm1.static.flickr.com/4/8535530_27c41f033f.jpg,,
15048,694565795,False,finalized,3,3/26/15 2:42,Positive,0.6698,http://farm3.static.flickr.com/2279/2434333445_4bb7c6a477.jpg,,
15049,694565796,False,finalized,3,3/26/15 2:08,Neutral,1.0,http://farm1.static.flickr.com/21/27309535_8e20ae4d6e.jpg,,
15050,694565797,False,finalized,3,3/26/15 2:23,Neutral,0.3346,http://farm3.static.flickr.com/2374/2122964509_b2b18db125.jpg,,
15052,694565799,False,finalized,3,3/26/15 2:42,Negative,0.3419,http://farm1.static.flickr.com/40/125112126_d3f9023911.jpg,,
15054,694565801,False,finalized,3,3/26/15 2:06,Highly positive,0.6702,http://farm4.static.flickr.com/3205/2360725395_b47ba5f3ee.jpg,,
15055,694565802,False,finalized,3,3/26/15 2:42,Negative,0.6642,http://farm2.static.flickr.com/1086/1022635589_49cd203fb3.jpg,,
15062,694565809,False,finalized,3,3/26/15 2:24,Positive,0.6759999999999999,http://farm2.static.flickr.com/1204/803877761_1aeb800122.jpg,,
15063,694565810,False,finalized,3,3/26/15 2:00,Highly positive,0.6669,http://farm3.static.flickr.com/2362/2074959177_ed70030658.jpg,,
15065,694565812,False,finalized,3,3/26/15 2:34,Positive,0.6571,http://farm3.static.flickr.com/2191/2314000529_5f9937f8f0.jpg,,
15066,694565813,False,finalized,3,3/26/15 2:01,Neutral,0.6627,http://farm3.static.flickr.com/2357/1642842791_fe5c7c3e69.jpg,,
15068,694565815,False,finalized,3,3/26/15 2:58,Positive,1.0,http://farm4.static.flickr.com/3223/2331877115_40126f5cec.jpg,,
15069,694565816,False,finalized,3,3/26/15 2:05,Negative,1.0,http://farm4.static.flickr.com/3151/2467844613_2f9e4f810c.jpg,,
15071,694565818,False,finalized,3,3/26/15 2:20,Positive,1.0,http://farm3.static.flickr.com/2262/2454049780_b3fd387329.jpg,,
15072,694565819,False,finalized,3,3/26/15 2:21,Positive,1.0,http://farm2.static.flickr.com/1192/558434540_0b5d3b8e38.jpg,,
15073,694565820,False,finalized,3,3/26/15 2:14,Positive,1.0,http://farm4.static.flickr.com/3074/2499347682_67e90f06a9.jpg,,
15075,694565822,False,finalized,3,3/26/15 2:25,Positive,1.0,http://farm3.static.flickr.com/2327/2525981564_421caa592d.jpg,,
15077,694565824,False,finalized,3,3/26/15 2:58,Neutral,1.0,http://farm3.static.flickr.com/2350/2260619755_7e8846874e.jpg,,
15079,694565826,False,finalized,3,3/26/15 2:58,Positive,0.672,http://farm1.static.flickr.com/113/281382683_121c93bb56.jpg,,
15080,694565827,False,finalized,3,3/26/15 2:11,Positive,1.0,http://farm1.static.flickr.com/95/243854380_65cd56616f.jpg,,
15081,694565828,False,finalized,3,3/26/15 2:13,Positive,1.0,http://farm1.static.flickr.com/46/185078320_e1831b07ea.jpg,,
15082,694565829,False,finalized,3,3/26/15 2:56,Positive,1.0,http://farm2.static.flickr.com/1430/1091395687_713648b089.jpg,,
15083,694565830,False,finalized,3,3/26/15 2:13,Positive,0.33799999999999997,http://farm4.static.flickr.com/3269/2472458918_42c59eca61.jpg,,
15085,694565832,False,finalized,3,3/26/15 2:36,Positive,0.6627,http://farm4.static.flickr.com/3234/2661972814_8dccbbc1f9.jpg,,
15086,694565833,False,finalized,3,3/26/15 2:55,Negative,0.6618,http://farm4.static.flickr.com/3091/2476589793_f4284ce3c2.jpg,,
15087,694565834,False,finalized,3,3/26/15 2:27,Positive,1.0,http://farm3.static.flickr.com/2255/2037446113_d4854081de.jpg,,
15088,694565835,False,finalized,3,3/26/15 3:03,Neutral,0.6711,http://farm1.static.flickr.com/46/112832144_dbd4b7646a.jpg,,
15089,694565836,False,finalized,3,3/26/15 2:50,Positive,1.0,http://farm1.static.flickr.com/1/127773764_085309acbf.jpg,,
15091,694565838,False,finalized,3,3/26/15 2:05,Positive,1.0,http://farm4.static.flickr.com/3184/2556329224_5fdf5b2b04.jpg,,
15092,694565839,False,finalized,3,3/26/15 3:01,Positive,0.6567,http://farm4.static.flickr.com/3134/2399947158_c6156a5b63.jpg,,
15093,694565840,False,finalized,3,3/26/15 2:17,Positive,0.6697,http://farm1.static.flickr.com/84/210170152_37cc4b9674.jpg,,
15094,694565841,False,finalized,3,3/26/15 2:23,Positive,0.6743,http://farm1.static.flickr.com/82/217854852_8a0e340e8a.jpg,,
15098,694565845,False,finalized,3,3/26/15 2:33,Negative,0.6659,http://farm3.static.flickr.com/2365/1670705288_547c3ae5b1.jpg,,
15099,694565846,False,finalized,3,3/26/15 2:37,Positive,1.0,http://farm3.static.flickr.com/2399/1911505498_190b03cc87.jpg,,
15100,694565847,False,finalized,3,3/26/15 2:05,Positive,0.6813,http://farm3.static.flickr.com/2136/2202906932_4fcfe6796e.jpg,,
15101,694565848,False,finalized,3,3/26/15 2:05,Positive,0.3379,http://farm4.static.flickr.com/3037/2402885381_94c4a50050.jpg,,
15102,694565849,False,finalized,3,3/26/15 2:18,Negative,0.6648,http://farm3.static.flickr.com/2174/2435096342_796a66af8c.jpg,,
15103,694565850,False,finalized,3,3/26/15 2:43,Positive,1.0,http://farm1.static.flickr.com/120/291460132_863841b77a.jpg,,
15104,694565851,False,finalized,3,3/26/15 2:09,Positive,1.0,http://farm1.static.flickr.com/119/256781472_73b34949e6.jpg,,
15106,694565853,False,finalized,3,3/26/15 2:30,Positive,0.6635,http://farm2.static.flickr.com/1318/1292712174_859cdb5980.jpg,,
15107,694565854,False,finalized,3,3/26/15 2:23,Neutral,0.6701,http://farm1.static.flickr.com/109/253744699_5ae93b025c.jpg,,
15108,694565855,False,finalized,3,3/26/15 2:35,Positive,1.0,http://farm3.static.flickr.com/2311/2080083909_7598c32b65.jpg,,
15109,694565856,False,finalized,3,3/26/15 1:57,Negative,0.3351,http://farm3.static.flickr.com/2080/2036795549_6596095654.jpg,,
15110,694565857,False,finalized,3,3/26/15 2:13,Positive,1.0,http://farm3.static.flickr.com/2217/2072885702_00e2f979e8.jpg,,
15112,694565859,False,finalized,3,3/26/15 2:22,Positive,0.6677,http://farm3.static.flickr.com/2325/1862477000_39a3382476.jpg,,
15113,694565860,False,finalized,3,3/26/15 2:24,Neutral,0.6648,http://farm1.static.flickr.com/78/161669181_0808e64ef8.jpg,,
15115,694565862,False,finalized,3,3/26/15 2:40,Positive,0.6674,http://farm4.static.flickr.com/3158/2470177809_44dc807285.jpg,,
15116,694565863,False,finalized,3,3/26/15 2:38,Positive,0.6728,http://farm4.static.flickr.com/3026/2374896133_3082eb0225.jpg,,
15117,694565864,False,finalized,3,3/26/15 1:59,Positive,1.0,http://farm2.static.flickr.com/1214/1118321574_d501b3cb1b.jpg,,
15118,694565865,False,finalized,3,3/26/15 2:03,Positive,0.6645,http://farm1.static.flickr.com/150/427843018_1c3cb118cc.jpg,,
15119,694565866,False,finalized,3,3/26/15 2:37,Neutral,0.6704,http://farm1.static.flickr.com/127/411186632_46d14b4709.jpg,,
15122,694565869,False,finalized,3,3/26/15 3:02,Positive,0.6764,http://farm1.static.flickr.com/194/440377659_e54782a398.jpg,,
15123,694565870,False,finalized,3,3/26/15 2:17,Positive,1.0,http://farm4.static.flickr.com/3106/2481516526_b73cd2fb38.jpg,,
15124,694565871,False,finalized,3,3/26/15 2:22,Positive,0.6706,http://farm1.static.flickr.com/183/470870195_cebdbd68ed.jpg,,
15127,694565874,False,finalized,3,3/26/15 2:31,Positive,1.0,http://farm1.static.flickr.com/143/319211510_df6cd42ad5.jpg,,
15128,694565875,False,finalized,3,3/26/15 2:31,Positive,0.6629999999999999,http://farm1.static.flickr.com/133/354728476_de558ad319.jpg,,
15130,694565877,False,finalized,3,3/26/15 2:15,Positive,1.0,http://farm1.static.flickr.com/211/514428297_52c2da450c.jpg,,
15131,694565878,False,finalized,3,3/26/15 2:40,Neutral,0.6657,http://farm3.static.flickr.com/2400/2144505006_858fac6360.jpg,,
15132,694565879,False,finalized,3,3/26/15 2:19,Neutral,0.6659999999999999,http://farm1.static.flickr.com/47/141247510_4f05ede497.jpg,,
15133,694565880,False,finalized,3,3/26/15 2:52,Negative,0.665,http://farm1.static.flickr.com/182/440374803_487ce80864.jpg,,
15134,694565881,False,finalized,3,3/26/15 2:27,Positive,1.0,http://farm4.static.flickr.com/3224/2370154754_51e52ffd42.jpg,,
15135,694565882,False,finalized,3,3/26/15 2:27,Negative,0.3404,http://farm1.static.flickr.com/29/69118697_0fb5fa7df9.jpg,,
15136,694565883,False,finalized,3,3/26/15 2:38,Positive,0.6802,http://farm1.static.flickr.com/200/440367586_fac1ef6efd.jpg,,
15137,694565884,False,finalized,3,3/26/15 2:04,Positive,0.6679999999999999,http://farm1.static.flickr.com/130/357304200_ecb52cd562.jpg,,
15138,694565885,False,finalized,3,3/26/15 2:36,Positive,0.6757,http://farm3.static.flickr.com/2094/2234740571_f56e09ea97.jpg,,
15139,694565886,False,finalized,3,3/26/15 2:40,Positive,1.0,http://farm2.static.flickr.com/1146/1130683795_82e0b46a7a.jpg,,
15140,694565887,False,finalized,3,3/26/15 1:54,Positive,0.6725,http://farm1.static.flickr.com/216/502883187_d1a4f3b0cc.jpg,,
15143,694565890,False,finalized,3,3/26/15 2:33,Positive,1.0,http://farm1.static.flickr.com/166/414653690_bf723f0106.jpg,,
15144,694565891,False,finalized,3,3/26/15 2:40,Neutral,0.6648,http://farm1.static.flickr.com/206/514409424_29613274aa.jpg,,
15146,694565893,False,finalized,3,3/26/15 2:21,Positive,0.6671,http://farm1.static.flickr.com/178/386629877_9511bfd7b0.jpg,,
15147,694565894,False,finalized,3,3/26/15 2:24,Positive,0.6745,http://farm1.static.flickr.com/171/373076665_1b230730a3.jpg,,
15148,694565895,False,finalized,3,3/26/15 2:26,Positive,1.0,http://farm1.static.flickr.com/37/102703552_fdc8444565.jpg,,
15149,694565896,False,finalized,3,3/26/15 2:43,Positive,0.6807,http://farm3.static.flickr.com/2114/2319577749_dff6a7c413.jpg,,
15151,694565898,False,finalized,3,3/26/15 2:49,Positive,1.0,http://farm1.static.flickr.com/170/479113007_a1bd090ed8.jpg,,
15152,694565899,False,finalized,3,3/26/15 2:23,Positive,0.6659999999999999,http://farm1.static.flickr.com/176/440380944_e7707a5fa6.jpg,,
15153,694565900,False,finalized,3,3/26/15 2:15,Positive,0.675,http://farm1.static.flickr.com/21/32373729_d285d738ff.jpg,,
15154,694565901,False,finalized,3,3/26/15 1:58,Positive,0.6714,http://farm3.static.flickr.com/2369/2170488248_4ea8446304.jpg,,
15156,694565903,False,finalized,3,3/26/15 2:55,Positive,0.3377,http://farm3.static.flickr.com/2403/2203872914_1f2158df1b.jpg,,
15158,694565905,False,finalized,3,3/26/15 2:39,Neutral,1.0,http://farm1.static.flickr.com/4/5096653_15ac0ab027.jpg,,
15159,694565906,False,finalized,3,3/26/15 2:20,Positive,0.6785,http://farm3.static.flickr.com/2333/2163946198_5dff134ea1.jpg,,
15160,694565907,False,finalized,3,3/26/15 2:40,Positive,1.0,http://farm3.static.flickr.com/2205/1941227672_2c2550b0d6.jpg,,
15161,694565908,False,finalized,3,3/26/15 2:55,Negative,1.0,http://farm1.static.flickr.com/206/470628488_081a65f0fd.jpg,,
15162,694565909,False,finalized,3,3/26/15 2:52,Positive,0.6676,http://farm3.static.flickr.com/2362/2100349656_64e4f1f836.jpg,,
15163,694565910,False,finalized,3,3/26/15 2:56,Positive,0.669,http://farm2.static.flickr.com/1093/1434903924_9e14b18fd0.jpg,,
15164,694565911,False,finalized,3,3/26/15 2:57,Neutral,0.6641,http://farm3.static.flickr.com/2227/2409767939_16b4a99200.jpg,,
15166,694565913,False,finalized,3,3/26/15 1:56,Positive,1.0,http://farm4.static.flickr.com/3235/2410602454_b7c17a247f.jpg,,
15168,694565915,False,finalized,3,3/26/15 2:22,Positive,0.6684,http://farm4.static.flickr.com/3140/2322084621_e976d24e94.jpg,,
15169,694565916,False,finalized,3,3/26/15 1:53,Positive,1.0,http://farm4.static.flickr.com/3242/2708850106_5e72d50fb0.jpg,,
15170,694565917,False,finalized,3,3/26/15 2:25,Positive,1.0,http://farm1.static.flickr.com/31/67383718_7dca1b930c.jpg,,
15171,694565918,False,finalized,3,3/26/15 2:50,Positive,1.0,http://farm3.static.flickr.com/2360/2044780794_87bf43279c.jpg,,
15172,694565919,False,finalized,3,3/26/15 2:36,Positive,1.0,http://farm3.static.flickr.com/2400/2069335294_04d34ffa73.jpg,,
15174,694565921,False,finalized,3,3/26/15 2:11,Negative,0.3391,http://farm4.static.flickr.com/3277/2474788507_87f0e4e6b7.jpg,,
15175,694565922,False,finalized,3,3/26/15 2:35,Positive,0.6674,http://farm3.static.flickr.com/2103/2068519773_024feeadf8.jpg,,
15176,694565923,False,finalized,3,3/26/15 2:01,Highly positive,0.675,http://farm2.static.flickr.com/1339/965386402_0a40c02759.jpg,,
15177,694565924,False,finalized,3,3/26/15 2:12,Negative,0.6658,http://farm4.static.flickr.com/3238/2691552596_cde12b418e.jpg,,
15178,694565925,False,finalized,3,3/26/15 2:52,Positive,0.6584,http://farm3.static.flickr.com/2099/2069298720_969cda8e0f.jpg,,
15179,694565926,False,finalized,3,3/26/15 1:59,Neutral,0.6629999999999999,http://farm4.static.flickr.com/3257/2691554024_c5509b7cb0.jpg,,
15180,694565927,False,finalized,3,3/26/15 2:04,Positive,1.0,http://farm3.static.flickr.com/2233/2069281970_70981e3a2e.jpg,,
15181,694565928,False,finalized,3,3/26/15 2:28,Neutral,1.0,http://farm1.static.flickr.com/220/476890286_0d4389f423.jpg,,
15182,694565929,False,finalized,3,3/26/15 2:09,Highly positive,0.6722,http://farm2.static.flickr.com/1177/965341670_db2df60d60.jpg,,
15184,694565931,False,finalized,3,3/26/15 2:47,Negative,0.6764,http://farm3.static.flickr.com/2244/2264391802_3003170845.jpg,,
15185,694565932,False,finalized,3,3/26/15 2:36,Neutral,0.664,http://farm3.static.flickr.com/2405/2264342478_c59953707e.jpg,,
15186,694565933,False,finalized,3,3/26/15 2:05,Positive,0.6665,http://farm3.static.flickr.com/2303/2069288244_cd7f56dd79.jpg,,
15187,694565934,False,finalized,3,3/26/15 3:03,Positive,0.665,http://farm3.static.flickr.com/2171/2069304342_65fb2ccc9f.jpg,,
15188,694565935,False,finalized,3,3/26/15 2:58,Positive,1.0,http://farm3.static.flickr.com/2341/2099449455_0e96cffe31.jpg,,
15189,694565936,False,finalized,3,3/26/15 2:43,Positive,1.0,http://farm3.static.flickr.com/2212/2068482015_ca6e91e62e.jpg,,
15190,694565937,False,finalized,3,3/26/15 2:50,Positive,0.6724,http://farm1.static.flickr.com/46/189139437_4fdabf72f2.jpg,,
15191,694565938,False,finalized,3,3/26/15 2:49,Positive,0.672,http://farm4.static.flickr.com/3067/2743016708_d3946f3afd.jpg,,
15192,694565939,False,finalized,3,3/26/15 2:14,Positive,0.6705,http://farm3.static.flickr.com/2303/2114404704_c8235b87c4.jpg,,
15194,694565941,False,finalized,3,3/26/15 2:49,Positive,0.6579,http://farm3.static.flickr.com/2168/1962295082_a99c23e427.jpg,,
15195,694565942,False,finalized,3,3/26/15 2:43,Neutral,0.6465,http://farm3.static.flickr.com/2408/2264335250_206e6191b4.jpg,,
15198,694565945,False,finalized,3,3/26/15 2:26,Positive,0.6663,http://farm1.static.flickr.com/121/301546790_16adb01618.jpg,,
15199,694565946,False,finalized,3,3/26/15 2:08,Positive,0.6688,http://farm1.static.flickr.com/116/284062871_06574239fa.jpg,,
15200,694565947,False,finalized,3,3/26/15 2:22,Positive,0.6634,http://farm4.static.flickr.com/3184/2692895657_986656e8ab.jpg,,
15201,694565948,False,finalized,3,3/26/15 2:26,Positive,0.6679,http://farm3.static.flickr.com/2240/2443655696_4e19734135.jpg,,
15202,694565949,False,finalized,3,3/26/15 2:10,Positive,0.6661,http://farm1.static.flickr.com/71/177425082_b2a4b66003.jpg,,
15203,694565950,False,finalized,3,3/26/15 2:36,Neutral,0.6666,http://farm1.static.flickr.com/126/384096269_5bf9370c96.jpg,,
15204,694565951,False,finalized,3,3/26/15 2:52,Negative,0.6676,http://farm1.static.flickr.com/175/434909976_1d2d5373e3.jpg,,
15205,694565952,False,finalized,3,3/26/15 2:33,Highly positive,0.6656,http://farm1.static.flickr.com/50/148046226_13f0101fdc.jpg,,
15206,694565953,False,finalized,3,3/26/15 2:43,Positive,1.0,http://farm2.static.flickr.com/1148/540242622_cf38a99068.jpg,,
15207,694565954,False,finalized,3,3/26/15 1:59,Positive,1.0,http://farm1.static.flickr.com/184/483543594_7ce00962f1.jpg,,
15208,694565955,False,finalized,3,3/26/15 2:16,Neutral,0.6745,http://farm1.static.flickr.com/117/301835605_ea8cbeda71.jpg,,
15209,694565956,False,finalized,3,3/26/15 2:12,Negative,0.6667,http://farm3.static.flickr.com/2197/2511868630_4ab544057a.jpg,,
15210,694565957,False,finalized,3,3/26/15 2:14,Positive,1.0,http://farm2.static.flickr.com/1370/1437641667_b97b8ee1a0.jpg,,
15211,694565958,False,finalized,3,3/26/15 2:37,Negative,1.0,http://farm2.static.flickr.com/1188/1140629395_e2dd3cdb34.jpg,,
15212,694565959,False,finalized,3,3/26/15 2:48,Positive,0.6635,http://farm1.static.flickr.com/147/399129527_c1dadecc0b.jpg,,
15213,694565960,False,finalized,3,3/26/15 2:04,Highly positive,0.6684,http://farm1.static.flickr.com/103/430402727_dd0e6dd381.jpg,,
15214,694565961,False,finalized,3,3/26/15 2:36,Positive,1.0,http://farm1.static.flickr.com/88/211604057_f8ec7f31f7.jpg,,
15215,694565962,False,finalized,3,3/26/15 2:07,Highly positive,0.6692,http://farm1.static.flickr.com/3/3019051_5b19b27450.jpg,,
15216,694565963,False,finalized,3,3/26/15 2:25,Neutral,0.6671,http://farm2.static.flickr.com/1319/1367746638_832741c0fb.jpg,,
15217,694565964,False,finalized,3,3/26/15 2:04,Positive,1.0,http://farm3.static.flickr.com/2312/2175129667_8d841be46c.jpg,,
15218,694565965,False,finalized,3,3/26/15 2:40,Negative,0.6626,http://farm2.static.flickr.com/1369/1173001572_93a5a3e7a5.jpg,,
15220,694565967,False,finalized,3,3/26/15 2:04,Negative,0.3355,http://farm1.static.flickr.com/124/332918213_72c0dfbec9.jpg,,
15221,694565968,False,finalized,3,3/26/15 2:18,Positive,0.6664,http://farm1.static.flickr.com/1/2921226_73144234b8.jpg,,
15222,694565969,False,finalized,3,3/26/15 2:45,Highly positive,0.3393,http://farm3.static.flickr.com/2201/2312565318_f639be8121.jpg,,
15223,694565970,False,finalized,3,3/26/15 2:30,Negative,1.0,http://farm1.static.flickr.com/27/54636322_36f35f6e07.jpg,,
15224,694565971,False,finalized,3,3/26/15 2:35,Positive,0.6675,http://farm3.static.flickr.com/2150/2259049053_161a120ebb.jpg,,
